track_id,hit_id
1190,"[100620, 107986, 115044, 114813, 122482, 129359, 129238, 255632, 268174, 278617, 287354]"
1191,"[100632, 108691, 108363, 115581, 122978, 129871, 256708, 269438, 279581]"
1192,"[100637, 108190, 161289, 188714, 210746, 210748, 223520, 255930, 291755, 293884, 296876, 299771, 303178]"
1193,"[100640, 108373, 115318, 122985, 122832, 129752, 256192, 268749, 287632]"
1194,"[100642, 108400, 115349, 122999, 122851, 129780]"
1195,"[100643, 108436, 115383, 115117, 122711, 129551, 256278, 255739, 268480, 278888, 287428]"
1196,"[100646, 108089, 115121, 122713, 122555, 129442, 255740, 268233, 268234, 278701, 287329]"
1197,"[100655, 108458, 115672, 115400, 123056, 129821, 256834, 269229, 279682, 287890]"
1198,"[100659, 108062, 115091, 122686, 129532, 256231, 268783, 279260, 287717]"
1199,"[100668, 108420, 115358, 115096, 122693, 129538, 255716, 268460, 278874, 278688, 287412, 287318]"
1200,"[100669, 108028, 115065, 114830, 122500, 129377, 129250, 255653, 278331, 287107]"
1201,"[100670, 108105, 115138, 122729, 129565, 256315, 268863, 279099]"
1202,"[100671, 100684, 108488, 115439, 210922, 223779, 269306, 292541]"
1203,"[100672, 108530, 163035, 163084]"
1204,"[100674, 108058, 115089, 122680, 129525, 129406, 255691, 268447, 278860, 278673, 287394]"
1205,"[100686, 108464]"
1206,"[100688, 108474, 108133]"
1207,"[100689, 100692, 108057, 115080, 114856, 122520, 129399, 255679, 268430, 279054]"
1208,"[100693, 108152, 108153, 115168, 114919, 122597, 223393, 255356, 268271, 268039, 278247, 278248]"
1209,"[100710, 161291, 161344, 163092, 161404, 163153, 161462, 161535, 161611, 188775, 210804, 214403, 226943, 226959, 296193, 298910, 302074, 305990]"
1210,"[100711, 161252, 161304, 161359, 161417, 161487, 188752, 188604, 210688, 223468, 226805, 291674, 293804, 296134, 302955, 307027]"
1211,"[100721, 163011, 163062, 163113, 163174]"
1212,"[100737, 163007, 163059, 163112, 163173, 188923, 210880, 223754, 291781, 293907, 298925, 303160, 307296]"
1213,"[100745, 100808, 161301, 161342, 161355, 161401, 161413, 161463, 161484, 161539, 188745, 188602, 188598, 188786, 188639, 210687, 210690, 223467, 226804, 226807, 291675, 291677, 293807, 293808, 296141, 296143, 298866, 302959, 302962, 302964, 307031]"
1214,"[100746, 100747, 163019, 163070, 163125, 188889, 210868, 223818, 256441, 291788, 293986, 299979, 303463, 307707]"
1215,"[100750, 163041, 163096, 163158, 163224, 163284, 188949, 210997, 210896, 210899, 227222, 293898, 296249, 298973, 302176, 307556]"
1216,"[100754, 108167, 114926, 122603, 210477, 210595, 223396, 255353, 268038, 278244]"
1217,"[100763, 108209, 161280, 161332, 188712, 188565, 210628, 210632, 223515, 255911, 268662, 291760, 294436, 296823]"
1218,"[100769, 108134, 115146, 122732, 122567, 129453, 255744, 268239, 278489, 287232]"
1219,"[100772, 161298, 161352, 161410, 161481, 188751, 188603, 210679, 210683, 223573, 291729, 293864, 296207, 298927, 307145]"
1220,"[100779, 163028, 163080, 188869, 210943, 210944, 210852, 223799, 223726, 269040, 291797, 294563, 296956, 299784]"
1221,"[100783, 161343, 161403, 161464, 161538, 188634, 210699, 226800, 293800, 296124, 298856, 302008, 306904]"
1222,"[100792, 100793, 161383, 163137, 161443, 163203, 163266, 163333, 188768, 188937, 188823, 210807, 214399, 227068, 227090]"
1223,"[100843, 161387, 161450]"
1224,"[100883, 140024, 141001, 163197, 163263, 163335, 189100]"
1225,"[100884, 140003, 140982, 140090, 141058, 163361, 163441, 163522, 163614, 189007, 193655, 193695, 214775, 214601, 227278, 302124, 306051]"
1226,"[100890, 139999, 140084, 140177, 161633, 163363, 161716, 163445, 161804, 163526, 188839, 189015, 193127, 214405, 214576, 214437, 227126, 302133, 306062]"
1227,"[100896, 140006, 140987, 140098, 163249, 163320, 163397, 189084, 189143, 211011, 214746, 227335, 296292, 299048, 302282, 307815]"
1228,"[100900, 140000, 140089, 163309, 163388]"
1229,"[100911, 139992, 140083, 163306, 163387, 163472, 188984, 214563, 227086, 296243, 298966, 302171, 306091]"
1230,"[100913, 139981, 140960, 140068, 141042, 140154, 141117, 140236, 141183, 163414, 163492, 163584, 163673, 193677, 194265, 193715, 194319, 193772, 214831, 227283, 227405]"
1231,"[101091, 108600, 115793, 123276, 130211, 130109, 257231, 269911, 280296]"
1232,"[101114, 108675, 108651, 115851, 115603, 115832, 123299, 123170, 123150, 130029, 130014, 257263, 257287, 269748, 280149, 288180]"
1233,"[101117, 108557, 108226]"
1234,"[101127, 108951, 108628, 116060, 123452, 130223, 257702, 269922, 280421, 288292]"
1235,"[101143, 108950, 116057, 123447, 130353, 130220, 257698, 269919, 280120, 288094]"
1236,"[101144, 108972, 116082, 123466, 130243, 257733, 269939, 280140, 288023]"
1237,"[101157, 108935, 116038, 123605, 123436, 130340, 257681, 269905, 280105, 288083]"
1238,"[101162, 101160, 108706, 108702, 108386, 108382, 115619, 115624, 123025, 123031, 129911, 129916, 129798, 256791, 256799, 269201, 269207, 279272, 279441, 287658, 287732]"
1239,"[101161, 108719, 115870, 123192, 130047, 256815, 269496, 279452]"
1240,"[101169, 108705, 115620, 123177, 129910, 256795, 269191, 279438, 287730]"
1241,"[101172, 108975, 108663, 115834]"
1242,"[101180, 108644, 115819, 123134, 129994, 256714, 269444, 269160, 279394, 287711]"
1243,"[101187, 108990, 116322, 116090, 123650, 130374, 257740, 270146, 280432, 288297]"
1244,"[101200, 108617, 115791, 115537, 123110, 129964, 256660, 269414, 279555, 287856]"
1245,"[101206, 108620, 115795, 115794, 123267, 130102, 129967, 257185, 269702, 279873, 287985]"
1246,"[101208, 108621, 115798, 115545, 123118, 129969, 256684, 256683, 269431, 287861]"
1247,"[101211, 108622, 115802, 123271, 129971, 257202, 257200, 269704, 279878, 287989]"
1248,"[101217, 108626, 115804, 123274, 130107, 257206, 269706, 279891, 287998, 287929]"
1249,"[101224, 101221, 108754, 115669, 123213, 130070, 256841, 269549, 280040, 288071]"
1250,"[101230, 109026, 116110, 123659, 123484, 130385, 257753, 269970, 280179, 288103, 288032]"
1251,"[101238, 108741, 115894, 123351, 130168, 257323, 269779, 280208, 288125]"
1252,"[101239, 108666, 108342, 115579, 122983, 129875]"
1253,"[101245, 109066, 116140, 123530, 130427, 130312, 257831, 280501, 288327]"
1254,"[101246, 108662, 115820, 123283, 130111, 269718, 279925, 287933]"
1255,"[101250, 109054, 108762, 116131]"
1256,"[101258, 108970, 116059, 123443, 130214, 257688, 269909, 280399, 288274]"
1257,"[101262, 108785, 115927, 123387, 223932, 223999, 257358, 269581, 279735, 292549]"
1258,"[101269, 109027, 116333, 116102, 123654, 130484, 270148, 280644, 288344]"
1259,"[101274, 109086, 116160, 123543, 123545]"
1260,"[101279, 108778, 115919, 123381, 223991, 257355, 269796, 280235]"
1261,"[101283, 108988, 116068, 123621, 123450, 130349, 257691, 270125, 280402, 288276]"
1262,"[101287, 109098, 116170, 123557, 224095, 224199, 257853, 270020, 280243, 292652]"
1263,"[101292, 109131, 108833, 116206, 115963, 189204, 211137, 211234, 224139, 224029, 224038]"
1264,"[101295, 108347, 115572, 122970, 129868, 129738, 256693, 269145, 279197, 287631]"
1265,"[101298, 108742, 115887, 123495, 123339, 130283, 257314, 269980, 280324, 288244]"
1266,"[101304, 108997, 116077, 123627, 123458, 130356, 257695, 269917]"
1267,"[101309, 108804, 108484, 115704, 210919, 223777, 256870]"
1268,"[101310, 108992, 116070, 123619, 123448, 130348, 257692, 270123, 280400]"
1269,"[101313, 109005]"
1270,"[101324, 109126, 116197, 211211, 211224, 224117]"
1271,"[101330, 109155, 108854, 164903, 164953, 189354, 189185, 189396, 189215, 211152, 211251, 211256, 224160, 291941, 297345, 300268, 303828, 308157]"
1272,"[101331, 108801, 115930, 115931, 123239, 223927, 223929]"
1273,"[101355, 109163, 166569, 166617, 189352, 189392, 211348, 211355, 224248, 224251, 291933, 294089, 300355]"
1274,"[101368, 108794, 108795, 115918, 115691, 123227, 130075, 129946, 256838, 269238, 279473, 287756, 287757]"
1275,"[101370, 164889, 164935, 164987, 165047, 189208, 189240, 211164, 224067, 291877, 294030, 296366, 299149]"
1276,"[101371, 109092, 116148, 123714, 123528, 130424, 257819, 270182, 270183, 280657, 288363]"
1277,"[101375, 108761, 108442, 115651, 123185, 130032, 269762, 279991]"
1278,"[101378, 108713, 115833, 123290, 123138, 129990, 256703, 269435, 279579, 279382, 287784]"
1279,"[101383, 109073, 116132, 123688, 123510, 130405, 257776, 269982, 280320, 288118]"
1280,"[101390, 108849, 164906, 189194, 211145, 223963, 224048, 257423, 294733, 297153, 300057]"
1281,"[101398, 108809, 115928, 123380, 123232, 130080]"
1282,"[101406, 108816, 115939, 123388, 223992, 257352]"
1283,"[101407, 109114, 116157, 123534, 130311, 257340, 280223, 288057]"
1284,"[101409, 108846, 164904, 189036, 189196, 211043, 211046, 223957, 256942, 269620, 291843, 294737, 297161, 300065]"
1285,"[101411, 164877, 164924, 164979, 165039, 165104, 189236, 211170, 223986, 224070, 291862, 294029, 296361, 299148, 303626, 307934]"
1286,"[101412, 164888, 164933, 164988, 165049, 189209, 211161, 224166, 224059, 257468, 257469, 291930, 294088, 296445, 300261, 303821, 308150]"
1287,"[101437, 165053]"
1288,"[101447, 166539, 166591, 166650, 166705, 189378, 189418, 211262, 211265, 224169, 257959, 257964, 291927, 294087, 296441, 300264, 308154, 308155]"
1289,"[101449, 165010, 166676, 165068, 166734, 166793, 166866, 189431, 211299, 215366, 227881, 227895, 296397, 299195, 302459, 306412]"
1290,"[101451, 164890, 164940, 164998]"
1291,"[101454, 166665, 166722, 166781]"
1292,"[101461, 164954, 166621, 165017, 166684, 165075, 166741, 166801, 166874, 189441, 211286, 211289, 227738, 227753, 294067, 296410, 299203, 302465, 308237]"
1293,"[101467, 165111, 163243, 165179, 165261, 165332, 189123, 189181, 214965, 227500, 227364, 227522, 227384]"
1294,"[101475, 166724, 166783, 166858, 166927, 189424, 189480, 215358, 227764, 299101, 302368, 306314]"
1295,"[101480, 166675, 166735, 166794, 166868, 189437, 211399, 227993, 294128, 296486, 299287, 302552, 308327]"
1296,"[101493, 142004, 140998, 165163, 166827, 165246, 166901, 165321, 165398, 189518, 189334, 195385, 215376, 215429, 227797, 302427, 306376]"
1297,"[101505, 140989, 141062, 165222, 165299, 165378, 165450, 189306, 194805, 194863, 215235, 227809, 306247]"
1298,"[101510, 166625, 166690, 166750, 189408, 211268, 224179, 224181, 224267, 291926, 294084, 296443, 300267, 303825]"
1299,"[101524, 142008, 166768, 166847, 166919, 189473, 215574, 228005, 296471, 299262, 302536, 306502]"
1300,"[101536, 140973, 141052, 141127, 165219, 165297, 165375, 165449, 189153, 194233, 194292, 214983, 215026, 227534, 306135]"
1301,"[101537, 166638, 166700, 189382, 211345, 224241, 257920, 270268, 270277, 292782, 295001, 297547]"
1302,"[101543, 141960, 140958, 142051, 141041, 142138, 141114, 141181, 165348, 165424, 165492, 165569, 194836, 194890, 194940, 215254, 215470, 227855]"
1303,"[101562, 141976, 142065, 142153, 165225, 166882, 165305, 166965, 167060, 167146, 189507, 195376, 215423, 227792, 302418, 302419]"
1304,"[101571, 141973]"
1305,"[101713, 109613, 109238, 116800, 124112, 130800, 258561, 270535, 280765, 288341]"
1306,"[101726, 108907, 116272, 123592, 130441, 257647, 270118, 280397, 280286, 288155]"
1307,"[101785, 109654, 109277, 116835, 124146, 130965, 258622, 270799, 281253, 288689]"
1308,"[101803, 109716, 109344, 116879, 124187, 130879, 258682, 270586, 281102, 280974, 288568, 288482]"
1309,"[101804, 109690, 116864, 124320, 124167, 130980, 258662, 270571, 281095, 280951, 288454]"
1310,"[101808, 109331, 116594, 116337, 123835, 130592, 258235, 270396, 280650, 288353, 288302]"
1311,"[101811, 109342, 116603, 124000, 130733]"
1312,"[101812, 109343, 116604, 124002, 130735, 258672, 270581, 280959, 288476]"
1313,"[101814, 109345, 116606, 124003, 130736, 258679, 270582, 280957, 280839, 280840, 280843, 288419]"
1314,"[101815, 109713, 116872, 124330, 130992, 259086, 270827, 281287, 288801]"
1315,"[101818, 109307, 108981, 116312, 123815, 130577, 130474, 258211, 270383, 280823, 288410]"
1316,"[101819, 109311, 116579, 123974, 130701, 270561, 280948, 288537]"
1317,"[101820, 109369, 116623, 124031, 130755, 258276, 270416, 280849, 280663, 288366]"
1318,"[101829, 109662, 109288, 116833, 124139, 130961, 259040, 270796, 281230, 288767]"
1319,"[101841, 109302, 116572, 124149, 123964, 130837, 258629, 270553, 281078, 288630]"
1320,"[101843, 109388, 116643, 116379, 123872, 130626, 258284, 270187, 280496, 288255]"
1321,"[101849, 109391, 116647, 124041, 130763, 258285, 280690, 288322]"
1322,"[101853, 109354, 116602, 116344, 123841, 130596, 258240, 270398, 280831, 288466]"
1323,"[101854, 109655, 116821, 124126, 130948, 130807, 258572, 270536, 280919, 288440]"
1324,"[101875, 109285, 116554, 123946, 123792, 130561, 258146, 280575, 288270]"
1325,"[101878, 109774, 116917, 124376, 131040, 224547, 259175]"
1326,"[101884, 108996, 116317, 123816, 130472, 258199, 270379, 280786, 288408]"
1327,"[101888, 109382]"
1328,"[101891, 109701, 109320, 116854, 124155, 130971, 258633, 270801, 281080, 288511]"
1329,"[101900, 109405, 116650, 124045, 123875, 130628, 258286, 280853, 288487]"
1330,"[101911, 109770, 109420, 116910, 124210, 131023, 259136, 270856, 270859, 281318, 288812]"
1331,"[101914, 109421, 116663, 116391, 123880, 130634, 258299, 270425, 280698, 288376, 288326]"
1332,"[101920, 109357, 116598, 123990, 123831, 130589, 258228, 270391, 280950, 288453]"
1333,"[101921, 109691, 116842, 124140, 130959, 258586, 270541, 280922, 288443]"
1334,"[101925, 109442, 116686, 124071, 123894, 224353, 258329, 270447, 270222, 280716, 292797]"
1335,"[101930, 109471, 109472, 116709, 211523, 211534, 224386, 258360, 270480, 292849, 297549]"
1336,"[101937, 109399, 116632, 116367, 123855, 130611, 258262]"
1337,"[101949, 109289, 116541, 123933, 130793, 130652, 258541, 270522, 281033, 288612]"
1338,"[101985, 109414, 116645, 123865, 130615, 258271, 270173, 280463, 288246]"
1339,"[101987, 109347, 109021, 116314, 123812, 130572, 258188, 270371, 280775, 288403]"
1340,"[101990, 109360, 116588, 124163, 130847, 258641, 270807, 281267, 288691]"
1341,"[101995, 109837, 109488, 116958, 189846, 211637, 224570, 258790, 270892, 292908, 295108, 297621, 300613]"
1342,"[101996, 109362, 109029, 123821, 130581, 258213, 270380, 280938, 288446]"
1343,"[102002, 109377, 116601, 123991, 130859, 130710, 258654, 270563, 281091, 288635]"
1344,"[102003, 102019, 109113, 116407, 123888, 224346, 258311, 270430, 280867, 288494]"
1345,"[102007, 109418, 116646, 124033, 130751, 130752, 258686, 270589, 281104, 288651]"
1346,"[102036, 109434, 116665, 124047, 130762, 258713, 281112]"
1347,"[102741, 102045, 109771, 116897, 124339, 130998, 259092, 281286, 288703]"
1348,"[102052, 109474, 109135]"
1349,"[102056, 109805, 116925, 124380, 131033, 259145, 270998, 270861, 281488, 288816]"
1350,"[102063, 109143, 109144, 116439, 211314, 211421, 211422, 224299, 258338, 270227, 292862, 295065, 295066]"
1351,"[102072, 109473, 116702, 124076, 211506, 224424, 258330, 270446, 280715]"
1352,"[102076, 109496, 116720, 211524, 211533, 224441, 224510, 258779, 270666, 292903, 295098, 297597]"
1353,"[102079, 109491, 116712, 116451, 211429, 211435, 224378, 258347, 292884, 295070, 297559]"
1354,"[102080, 109520, 168351, 189679, 211543, 211448, 211547, 224450, 258381, 292032, 295075, 295076, 297572, 300600]"
1355,"[102091, 109507, 168362, 116725, 189683, 211538, 224444, 258361, 270478, 292872, 295068, 297557]"
1356,"[102094, 109503, 116719, 211525, 211532, 224440, 224381, 258357, 270465]"
1357,"[102781, 102113, 170120, 170183, 189829, 189865, 211652, 211657, 224580, 224521, 258817, 292091, 294212, 297567]"
1358,"[102145, 166620, 168455, 166681, 166737, 166797, 166871, 189612, 211497, 228149, 294127, 296479, 299279, 302545]"
1359,"[102154, 168365, 166579, 168423, 166639, 168476, 166697, 166758, 189587]"
1360,"[102195, 142000, 166823, 166894, 166972, 167067, 189508, 189659, 195906, 215622, 227909]"
1361,"[102201, 168510, 168557, 168626, 189746, 211601, 211498, 228150, 294122, 296478, 299280, 302548, 308426]"
1362,"[102222, 143114, 168537, 168597, 168679, 168763, 189772, 215954, 215977, 228321, 299344, 302633, 306628]"
1363,"[102235, 143107, 143181, 168654, 170439, 168735, 168826, 168910, 189804, 189948, 196997, 196998, 216157, 228468, 302707, 306724]"
1364,"[102243, 143110, 168547, 168618, 168693, 189740, 189603, 211501, 228148, 294124, 296492, 299282, 302547, 308428]"
1365,"[102271, 143088, 143166, 143239, 168636, 168716, 168806, 168893, 189789, 196390, 196448, 215981, 216013, 228340, 306567]"
1366,"[102279, 141939, 143072, 142036, 143150, 142126, 143228, 143318, 168702, 166938, 168795, 167029, 168880, 167118, 168965, 167206, 195886, 195934, 195975, 215827, 228043, 306447]"
1367,"[102372, 102362, 109912, 117492, 117237, 124750, 131444, 271369, 281953, 289114]"
1368,"[102423, 109943, 109599, 117024, 124431, 131166, 259539, 271133, 281757, 288996]"
1369,"[102472, 102427, 109961, 109950, 117259, 117250, 124611, 124607, 131302, 131301, 259552, 259554, 271136, 271374, 271372, 281544, 288860]"
1370,"[102456, 110024, 117556, 124812, 131522, 259674, 271231, 281863, 281591, 288892]"
1371,"[102459, 109991, 117287, 124631, 124462, 131193, 259601, 270952, 281407, 288683]"
1372,"[102469, 109605, 116786, 124275, 130931, 258998, 258543, 270760, 281040, 288496]"
1373,"[102483, 109995, 109644, 117054, 124461, 131191, 259598, 271174, 281561, 288930]"
1374,"[102499, 109692, 117084, 124495, 131229, 271229, 281587, 288949]"
1375,"[102500, 109637, 117046, 124298, 131078, 259026, 270789, 281207, 281071, 288617]"
1376,"[102501, 110020, 117312, 117068, 124478, 131213, 259059, 270960, 281420, 281276, 288693]"
1377,"[102512, 109969, 109970, 117257, 124605, 131290, 259535, 271359, 281950]"
1378,"[102516, 110065, 117583, 124827, 131535, 260117]"
1379,"[102521, 110078, 109726, 117359, 117108, 124692, 131405, 259682, 271244, 281876, 289024]"
1380,"[102525, 110022, 117306, 124648]"
1381,"[102531, 110031, 117316, 124653, 131355, 259635, 271428]"
1382,"[102547, 110099, 117607, 124846, 131548, 260134, 271510, 282246, 289211]"
1383,"[102551, 110084, 117587, 117355, 124828, 131533, 271238]"
1384,"[102553, 110452, 110100]"
1385,"[102576, 109747, 117116, 124356, 131129, 259115, 270845, 281300, 288653]"
1386,"[102579, 110014, 109656, 117281, 117051, 124624, 131316, 259566]"
1387,"[102584, 110000, 117268, 124613, 131296, 271123, 281733, 288991]"
1388,"[102588, 109834, 117186, 189991, 211833, 211840, 224717, 292215, 295155, 297679, 300674, 304264]"
1389,"[102590, 110114, 117378, 124852, 131552, 260135, 271511]"
1390,"[102596, 110064, 117329, 124661, 131366, 259641, 271429, 281991, 289066]"
1391,"[102606, 110046, 117313, 124645, 131338, 259607, 270949, 281390, 288768, 288682]"
1392,"[102610, 110003, 117267, 124608, 131292, 259534, 271122, 281535]"
1393,"[102612, 110082, 117344, 124817, 131519]"
1394,"[102617, 110039, 117302, 124633, 131329, 259585, 271154, 281559, 288867]"
1395,"[102620, 110055, 109698, 117072, 124475, 131200, 131096, 259050, 270946, 270798, 281234, 288625]"
1396,"[102621, 110101, 117366, 124689, 131537, 271490, 282018, 289203]"
1397,"[102622, 110083, 109724, 117342, 117091, 124672, 124493, 131379, 259652, 271223, 281993]"
1398,"[102629, 109680, 117061, 124306, 131088, 259032, 270792, 281211]"
1399,"[102634, 102635, 110081, 117337, 124669, 131374, 259643, 271220, 270967, 281428, 288794, 288698]"
1400,"[102636, 110023, 117280, 124622, 131311, 259551, 271132, 281540, 288850]"
1401,"[102639, 109998, 109641, 117032, 124423]"
1402,"[102661, 110044, 117298, 124782, 124629, 131469, 259577, 271147, 281783, 288926]"
1403,"[102669, 110140, 117395, 124717, 131433, 259705, 271518, 282045, 289094]"
1404,"[102686, 102687, 109666, 117045, 124443, 124283]"
1405,"[102689, 110126, 117379, 124703, 131544, 131411, 259683, 271499, 282023, 289208]"
1406,"[102690, 110201, 110202, 117444, 117191, 189988, 190137, 211834, 211839, 224714, 224716, 259780, 259242, 292153, 295118, 297629, 300636]"
1407,"[102692, 109831, 117175, 211819, 224625, 259219, 271029, 270889, 292914, 295112, 297626]"
1408,"[102708, 109752, 117105, 124333, 131118, 259081, 270824, 281097, 288455]"
1409,"[102716, 109857, 170135, 189984]"
1410,"[102745, 110115, 109756, 117357]"
1411,"[102749, 110102, 117341, 124663, 131360]"
1412,"[102754, 109819, 116940, 124392, 124235, 224551, 224552, 258745, 270637]"
1413,"[103480, 102757, 110530, 110179, 117648, 124874, 224828, 260156, 271525, 281888, 288975]"
1414,"[102762, 109843, 117174, 211807, 211812, 224697, 224622, 224700, 259213, 271021, 292948, 292949, 292950, 292951]"
1415,"[103470, 102766, 171844, 171895, 171944, 190293, 212070, 224890, 259845, 292196, 294357, 296742, 304259, 308642]"
1416,"[102779, 110211, 117685, 212037, 224863, 260216, 259764, 271547, 292985, 295169]"
1417,"[102785, 171869, 170145, 171919, 171971, 172017]"
1418,"[102786, 110218, 171858, 117446, 190138, 211939, 224790, 271290, 271293, 292965, 295168, 297694]"
1419,"[102796, 170101, 170158, 170218, 170281, 190031, 189886, 211767, 224601, 292072, 294247, 296628, 299456, 304170, 308515]"
1420,"[102797, 110215, 110216, 117690, 212039, 212042, 224867, 224937, 224871]"
1421,"[102805, 110224, 171859, 117695, 190278, 212126, 212044, 224940, 260239, 271788, 293046, 295232, 297765]"
1422,"[102808, 110170, 117626, 117397, 124859, 131553, 259687, 271253, 281616, 288895]"
1423,"[103543, 102814, 110570, 110221, 117691, 212038, 212041, 224866, 224936, 224870, 260218, 271551, 295184]"
1424,"[102823, 171872, 171924, 171976, 172023, 190316, 212082, 224901, 224975, 292242, 294407, 296785, 299687, 304334, 308750]"
1425,"[102824, 170116, 170178, 170241, 189970, 190018, 211740, 224637, 224639, 259247, 292146, 295141]"
1426,"[102831, 170302, 170351, 170410, 170483, 190087, 216301, 216495, 216527, 228691, 228715]"
1427,"[102833, 170107, 170166, 170232, 190010, 189857, 211750, 224582, 259250, 294269, 297614, 300596, 304197]"
1428,"[102834, 171868, 171922, 171975]"
1429,"[102839, 110219, 117434, 211925, 211929, 224778, 259736, 259737, 271540, 282071, 282070, 293015]"
1430,"[102842, 170104, 170163, 170230, 190012, 211744, 211859, 211862, 224729, 259252]"
1431,"[102846, 171862, 170149, 170210, 170276, 170332, 189992, 190034, 211882, 224749, 292198, 294359]"
1432,"[102849, 171873, 170152, 171926, 170215, 171981, 190001, 190143, 211871, 224744, 259268, 292130, 294316, 294317, 297627, 300627, 304222, 308563]"
1433,"[102854, 171956, 170253, 172002, 170312, 170363, 170419, 190057, 211902, 228819, 294297, 296676, 299520]"
1434,"[102857, 172030, 170335, 172100, 170394, 172175, 170462, 172241, 190064, 190196, 190115, 216514, 216545, 228853, 302814, 306868]"
1435,"[102878, 144104, 170340, 170400, 170472, 170536, 190081, 189919, 216299, 216331, 228714, 299500, 302835, 306885]"
1436,"[102880, 170248, 170311, 170361, 170417]"
1437,"[102890, 144093, 145044, 144164, 145109, 172081, 172153]"
1438,"[102894, 144105, 171990, 170299, 172048, 172116, 172193, 190176, 190229, 212014, 228928, 294337, 296716, 299594]"
1439,"[102908, 144088, 145037]"
1440,"[102912, 145047, 172097, 172176, 172243, 190205, 216688, 216879, 228947, 299570, 302918, 306999]"
1441,"[102913, 144086, 144158, 170383, 170454, 170523, 170603, 190112, 216316, 216349, 228734, 306728]"
1442,"[102920, 145049, 172035, 172106, 172181, 172253, 190217, 216678, 216853, 228936, 296711, 299590, 302935, 307019]"
1443,"[102923, 145052, 172042, 173720, 172109, 172187, 190329, 190370, 212104, 216863, 229036, 229056, 296712, 299588, 302936, 307021]"
1444,"[102926, 145027, 145094, 145164, 172136, 172214, 172294, 172369, 190237, 197972, 198019, 216697, 216887, 216924, 229090, 228966, 306937]"
1445,"[102933, 144080]"
1446,"[102935, 144071, 145016, 145085, 145148, 145219, 172202, 172277, 172351, 172437, 197998, 198053, 198105, 216718, 216752, 228884]"
1447,"[102937, 145031, 145098, 172149, 173817, 172225, 173882, 172300, 173957, 172377]"
1448,"[102943, 145020, 145086, 145147, 145217, 172262, 173913, 172332, 172414, 172497, 198548, 198594, 198643, 216928, 216972, 229111]"
1449,"[102947, 144065, 144141, 144211, 144278, 170493, 170568, 170654, 170744, 197481, 197520, 197556, 216365, 228605]"
1450,"[102953, 144068, 145013, 145088, 145158, 172154, 172231, 172306]"
1451,"[103679, 102954, 145023, 145093, 145166, 172158, 173818, 172232, 173884, 172307, 190401, 217050, 216870, 217078, 229167, 229190, 303026]"
1452,"[103168, 110588]"
1453,"[103188, 110360, 117803, 124941, 131706, 260522, 271917, 282397, 289319]"
1454,"[103189, 110646, 118021, 125222, 132045, 260973, 272461, 283094, 289663]"
1455,"[103192, 110341, 117785, 125083, 131947, 131823, 272217, 272218, 282758]"
1456,"[103195, 110359, 117801, 125094, 131836, 260524, 271908, 282604, 289381]"
1457,"[103197, 110295, 117756, 125048, 131774, 260450, 271864, 282707, 289425]"
1458,"[103202, 110673, 118291, 125409, 132177, 261576, 272719, 283331, 289759]"
1459,"[103216, 110398, 117578, 124967, 131623, 260108, 271720, 271479, 282021, 289079]"
1460,"[103221, 110419, 117590, 124980, 124833, 131633, 260127, 271500, 281874, 288959]"
1461,"[103224, 110344, 117781, 125074, 131811, 260504, 271895, 282583, 289369]"
1462,"[103232, 110358, 110011, 117537, 124930, 124785, 131599, 260046, 271403, 281972, 289004]"
1463,"[103246, 110397, 110052, 117567, 124814, 131617, 260092, 271467, 281847, 288943]"
1464,"[103251, 110451, 117880, 117609, 124998, 131749, 260654, 272034, 282664, 282663, 289417]"
1465,"[103263, 110738, 118089, 125292, 131982, 261118, 272263, 282799, 289401]"
1466,"[103265, 110377, 117804, 125092, 131834, 260510, 271903, 282376, 289243]"
1467,"[103273, 110394, 117813, 125100, 131839, 260527, 271915, 282608, 289435]"
1468,"[104039, 103296]"
1469,"[103303, 110723, 118062, 125425, 132081, 261043, 272505, 283127, 289687]"
1470,"[103324, 110418, 117822, 125103, 131844, 131712, 260538, 271669, 282387, 282165, 289186]"
1471,"[103327, 110690, 118039, 125237, 131929]"
1472,"[103332, 110679, 118027, 125224, 131919, 260454, 271862, 282300, 289222]"
1473,"[103335, 110506, 117922, 125025, 224988, 224987]"
1474,"[103347, 110831, 110525, 118167, 125352, 212312, 225151, 225158, 272329, 272330, 283038, 283037, 293124, 295305]"
1475,"[103354, 110757, 110435, 118094, 125291, 131973, 261097, 272249, 282956, 289614]"
1476,"[104079, 103358, 110774, 118353, 125466, 132218, 261135, 283170, 289708]"
1477,"[103360, 110481, 117893, 125168, 131891, 260651, 272027, 282657, 289497]"
1478,"[103366, 110762, 118097, 125289, 131971, 260575, 272240, 282620, 289393]"
1479,"[103369, 110764, 118098, 125446, 125290, 132100, 261108, 272237, 282795, 289462]"
1480,"[103371, 110447, 117835, 125113, 124962, 131718, 260564, 271690, 282398, 289258]"
1481,"[103376, 110766, 118105, 125452, 125295, 132109, 261109, 272248, 282797, 289479]"
1482,"[103377, 110765, 118104, 125451, 132107, 261113, 272526, 272251, 282955, 289546]"
1483,"[103378, 110767, 118107, 125453, 125296, 132110, 261105, 272247, 282792, 289478]"
1484,"[103383, 110511, 110162, 117645, 125023, 224986, 224911, 260165, 271754, 282436]"
1485,"[103384, 110449, 117845, 124969, 131724, 260577, 271695, 282400, 289265]"
